"CodesAndRegsLicenseDataID","LicenseID","Description","LicenseName","Location","StreetNumber","Prefix","StreetName","Suffix","Longitude","Latitude","ExpirationDate","SubType","SubDescription","IssueDate","Zip","DISTRICT","NEIGHBORHOOD","ZONING","EndorsementType","EndorsementTypeDescription","EndorsementStatusDescription","EndorsementIssuedDate","AGENCY","GPSX","GPSY"
"327","30243","Alcoholic Beverage Annual","NEW VIEW BAR & GRILL","7601 OUTER LOOP ","7601"," ","OUTER","LOOP","-85.619174696599998","38.137863913399997","2019-01-31 00:00:00","BAR","Bar","2011-01-10 16:09:00","40228","23","","PD","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1246633","235212"
"328","14ABC1185","Alcoholic Beverage Annual","EMBASSY SUITES LOUISVILLE DOWNTOWN","501 S 4TH ST ","501","S","4TH","ST","-85.757327205999999","38.250827115100002","2018-11-30 00:00:00","HOT","Hotels","2014-12-16 14:34:55","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SBL","Supplemental Bar","ACTIVE","","Codes and Regulations","1207576","276964"
"329","20440","Alcoholic Beverage Annual","SPRINGHILL SUITES, LOU DOWNTOW","132 E JEFFERSON ST ","132","E","JEFFERSON","ST","-85.750815785399993","38.252910329300001","2018-11-30 00:00:00","HOT","Hotels","2008-04-08 14:26:57","40202","04","CENTRAL BUSINESS DISTRICT","C2","LD2","Quota Retail Drink (12 AM - 2 AM)","ACTIVE","","Codes and Regulations","1209458","277692"
"330","14ABC1173","Alcoholic Beverage Annual","GINZA ASIAN BISTRO","9420 SHELBYVILLE RD ","9420"," ","SHELBYVILLE","RD","-85.575668118999999","38.245873496400002","2019-01-31 00:00:00","RST","Restaurant / Cafe","2014-11-20 15:47:11","40222","18","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1259711","274358"
"331","31744","Alcoholic Beverage Annual","SAVE A LOT #792","1311 S SHELBY ST ","1311","S","SHELBY","ST","-85.741534326700005","38.230028393300003","2019-01-31 00:00:00","GRO","Grocery / Food Mart","2011-02-22 16:10:06","40217","04","SHELBY PARK","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1211988","269317"
"332","3711","Alcoholic Beverage Annual","HOOPS GRILL & SPORTS BAR","6733 STRAWBERRY LN ","6733"," ","STRAWBERRY","LN","-85.764255442500001","38.158008410699999","2019-02-28 00:00:00","RST","Restaurant / Cafe","2004-03-04 14:15:00","40214","21","SOUTHLAND PARK","C2","RLD4","NQ2 Restaurant Liquor Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1205031","243200"
"333","26922","Alcoholic Beverage Annual","HOLE IN THE WALL","5415 INDIAN OAKS CIR ","5415"," ","INDIAN OAKS","CIR","-85.686964503400006","38.170295725499997","2019-02-28 00:00:00","RST","Restaurant / Cafe","2010-03-02 15:18:00","40213","02","","C1","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1227322","247318"
"334","5059","Alcoholic Beverage Annual","KROGER L-739","12450 LA GRANGE RD ","12450"," ","LA GRANGE","RD","-85.508860746799996","38.2905720742","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:03:00","40245","17","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1279118","290365"
"335","5059","Alcoholic Beverage Annual","KROGER L-739","12450 LA GRANGE RD ","12450"," ","LA GRANGE","RD","-85.508860746799996","38.2905720742","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:03:00","40245","17","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1279118","290365"
"336","36312","Alcoholic Beverage Annual","CATTLEMAN'S ROADHOUSE","2901 S HURSTBOURNE PKY ","2901","S","HURSTBOURNE","PKY","-85.599805872900006","38.209032669999999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2012-11-26 08:27:00","40220","11","","C1","RLD","NQ2 Retail Drink (Restaurant)","ACTIVE","","Codes and Regulations","1252583","261044"
"337","36312","Alcoholic Beverage Annual","CATTLEMAN'S ROADHOUSE","2901 S HURSTBOURNE PKY ","2901","S","HURSTBOURNE","PKY","-85.599805872900006","38.209032669999999","2019-01-31 00:00:00","RST","Restaurant / Cafe","2012-11-26 08:27:00","40220","11","","C1","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1252583","261044"
"338","15ABC1081","Alcoholic Beverage Annual","MASTERPIECE MIXERS FUN ART SHOP","8021 DIXIE HWY 105","8021"," ","DIXIE","HWY","-85.843759764599994","38.135507673799999","2018-09-30 00:00:00","AMU","Amusement","2015-06-10 11:10:36","40258","25","","C2","LD","Quota Retail Drink","INACTIVE","2015-06-10 11:10:36","Codes and Regulations","1182032","235393"
"339","36316","Alcoholic Beverage Annual","MILKWOOD ROOM","316 W MAIN ST ","316","W","MAIN","ST","-85.755580006299994","38.256257257999998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-11-27 10:25:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1208110","278933"
"340","36316","Alcoholic Beverage Annual","MILKWOOD ROOM","316 W MAIN ST ","316","W","MAIN","ST","-85.755580006299994","38.256257257999998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-11-27 10:25:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SBL","Supplemental Bar","ACTIVE","","Codes and Regulations","1208110","278933"
"341","15ABC1113","Alcoholic Beverage Annual","WALGREENS #05172","5400 NEW CUT RD ","5400"," ","NEW CUT","RD","-85.776890571400003","38.150318537099999","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:14:03","40214","25","AUBURNDALE","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:14:03","Codes and Regulations","1201352","240460"
"342","36316","Alcoholic Beverage Annual","MILKWOOD ROOM","316 W MAIN ST ","316","W","MAIN","ST","-85.755580006299994","38.256257257999998","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-11-27 10:25:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1208110","278933"
"343","5061","Alcoholic Beverage Annual","KROGER L-366","5001 MUD LN ","5001"," ","MUD","LN","-85.670581340200002","38.089209581399999","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:19:59","40229","13","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1231576","217720"
"344","5063","Alcoholic Beverage Annual","KROGER L-350","5533 NEW CUT RD ","5533"," ","NEW CUT","RD","-85.773725698999996","38.144510082099998","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:25:00","40214","13","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1202227","238330"
"345","5064","Alcoholic Beverage Annual","KROGER L-376","4501 OUTER LOOP ","4501"," ","OUTER","LOOP","-85.679621927900001","38.139926054","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:28:00","40219","24","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1229261","236227"
"346","20440","Alcoholic Beverage Annual","SPRINGHILL SUITES, LOU DOWNTOW","132 E JEFFERSON ST ","132","E","JEFFERSON","ST","-85.750815785399993","38.252910329300001","2018-11-30 00:00:00","HOT","Hotels","2008-04-08 14:26:57","40202","04","CENTRAL BUSINESS DISTRICT","C2","MBRD2","NQ4 Retail Malt Beverage Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1209458","277692"
"347","5545","Alcoholic Beverage Annual","CIRCLE K #3238","5035 MUD LN ","5035"," ","MUD","LN","-85.670314661399999","38.093173094400001","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-08-02 08:51:00","40229","13","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1231675","219162"
"348","22778","Alcoholic Beverage Annual","MARKET PLACE","653 S 4TH ST ","653","S","4TH","ST","-85.758052189500006","38.247165078099997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2009-07-21 16:17:00","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1207346","275634"
"349","5109","Alcoholic Beverage Annual","COX'S SMOKER'S OUTLET & SPIRIT","4780 BARDSTOWN RD ","4780"," ","BARDSTOWN","RD","-85.6232907606","38.178516183100001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-06 14:20:00","40218","02","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1245670","250032"
"350","14ABC1104","Alcoholic Beverage Annual","COURTYARD BY MARRIOTT","819 PHILLIPS LN ","819"," ","PHILLIPS","LN","-85.742871319399995","38.192416148600003","2019-05-31 00:00:00","HOT","Hotels","2014-08-07 10:50:52","40209","21","HIGHLAND PARK","C2","MDL","NQ2 Retail Drink (Motel)","ACTIVE","2014-08-07 10:50:52","Codes and Regulations","1211382","255628"
"351","4057","Alcoholic Beverage Annual","FIVE STAR FOOD MART #5301","9501 CANE RUN RD ","9501"," ","CANE RUN","RD","-85.895680349100004","38.1172831636","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-05-11 13:28:00","40258","12","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1166982","229020"
"352","5236","Alcoholic Beverage Annual","CVS PHARMACY #6207","5300 S 3RD ST ","5300","S","3RD","ST","-85.768637232000003","38.171125927299997","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-13 12:06:00","40214","21","IROQUOIS","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1203850","247997"
"353","5237","Alcoholic Beverage Annual","CVS PHARMACY #5866","13900 SHELBYVILLE RD ","13900"," ","SHELBYVILLE","RD","-85.493348221199994","38.2397375169","2018-07-31 00:00:00","LIQ","Liquor Store","2004-07-13 12:40:00","40245","20","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1283320","271794"
"354","5492","Alcoholic Beverage Annual","SPEEDWAY #5457","4565 POPLAR LEVEL RD ","4565"," ","POPLAR LEVEL","RD","-85.698706622000003","38.183794439800003","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:07:00","40213","10","","M1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1224024","252286"
"355","5500","Alcoholic Beverage Annual","SPEEDWAY #9686","6821 SOUTHSIDE DR ","6821"," ","SOUTHSIDE","DR","-85.764423380099998","38.158890571199997","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 12:39:00","40214","21","SOUTHLAND PARK","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1204988","243522"
"356","15ABC1115","Alcoholic Beverage Annual","KROGER  #780 LIQUOR STORE","10641 DIXIE HWY ","10641"," ","DIXIE","HWY","-85.869821132799999","38.099092996899998","2018-07-31 00:00:00","LIQ","Liquor Store","2015-06-29 16:49:49","40272","25","","C2","LP","Quota Retail Package","ACTIVE","2015-06-29 16:49:49","Codes and Regulations","1174304","222265"
"357","15ABC1114","Alcoholic Beverage Annual","WALGREENS #04216","5201 S 3RD ST ","5201","S","3RD","ST","-85.767543848000003","38.171744363099997","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:37:54","40214","21","SOUTHSIDE","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:37:54","Codes and Regulations","1204168","248217"
"358","15ABC1116","Alcoholic Beverage Annual","WALGREENS #04194","2021 HIKES LN ","2021"," ","HIKES","LN","-85.662052461499997","38.198403922399997","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:35:44","40218","10","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:35:44","Codes and Regulations","1234640","257442"
"359","15ABC1118","Alcoholic Beverage Annual","WALGREENS #04586","7914 FEGENBUSH LN ","7914"," ","FEGENBUSH","LN","-85.616546843500004","38.138468723000003","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:40:26","40228","23","","PD","MBP","NQ Retail Malt Beverage Package","ACTIVE","2015-07-29 17:40:26","Codes and Regulations","1247392","235421"
"360","15ABC1119","Alcoholic Beverage Annual","WALGREENS #06443","990 BAXTER AVE ","990"," ","BAXTER","AVE","-85.724255210400003","38.239665125800002","2018-08-31 00:00:00","DRG","Drug Store","2015-07-29 17:39:50","40204","08","HIGHLANDS","(C2)","LP","Quota Retail Package","ACTIVE","2015-07-29 17:39:50","Codes and Regulations","1217007","272746"
"361","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1218407","272133"
"362","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","LD4","Quota Retail Drink (12 AM - 4 AM)","ACTIVE","","Codes and Regulations","1218407","272133"
"363","15ABC1148","Alcoholic Beverage Annual","AT THE ITALIAN TABLE","2359 FRANKFORT AVE ","2359"," ","FRANKFORT","AVE","-85.700576514800005","38.253786781499997","2018-09-30 00:00:00","RST","Restaurant / Cafe","2015-08-19 11:26:56","40206","09","CLIFTON","C2","LD","Quota Retail Drink","ACTIVE","2015-08-19 11:26:56","Codes and Regulations","1223888","277780"
"364","36433","Alcoholic Beverage Annual","NOWHERE LOUISVILLE","1133 BARDSTOWN RD ","1133"," ","BARDSTOWN","RD","-85.719347381399999","38.238043466400001","2018-10-31 00:00:00","BAR","Bar","2013-03-19 16:59:00","40204","08","CHEROKEE TRIANGLE","(C2)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1218407","272133"
"365","5072","Alcoholic Beverage Annual","KROGER L-292","7509 TERRY RD ","7509"," ","TERRY","RD","-85.870218443799999","38.142541981400001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:47:54","40258","12","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1174468","238087"
"366","5072","Alcoholic Beverage Annual","KROGER L-292","7509 TERRY RD ","7509"," ","TERRY","RD","-85.870218443799999","38.142541981400001","2018-07-31 00:00:00","GRO","Grocery / Food Mart","2004-07-02 10:47:54","40258","12","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1174468","238087"
"367","5515","Alcoholic Beverage Annual","CIRCLE K #75","1630 ARTHUR ST ","1630"," ","ARTHUR","ST","-85.751855262999996","38.222673116300001","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2004-07-30 13:44:00","40208","06","OLD LOUISVILLE","EZ1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1208980","266687"
"368","5660","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #265","10641 FISCHER PARK DR ","10641"," ","FISCHER PARK","DR","-85.5549903255","38.2962945668","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:29:00","40241","17","","C2","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1265909","292633"
"369","15ABC1154","Alcoholic Beverage Annual","GOLDEN LIQUORS","3606 CANE RUN RD ","3606"," ","CANE RUN","RD","-85.812668596500004","38.221402555700003","2019-03-31 00:00:00","LIQ","Liquor Store","2015-09-16 08:38:14","40211","01","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1191504","266515"
"370","5661","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #215","1901 S HURSTBOURNE PKY ","1901","S","HURSTBOURNE","PKY","-85.584258094600003","38.218139663800002","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:35:00","40220","18","","C1","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1257098","264295"
"371","5664","Alcoholic Beverage Annual","O'CHARLEY'S RESTAURANT #218","4801 OUTER LOOP ","4801"," ","OUTER","LOOP","-85.669933122700002","38.141662038299998","2018-08-31 00:00:00","RST","Restaurant / Cafe","2004-08-03 11:44:00","40219","24","","C2","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1232057","236816"
"372","14507","Alcoholic Beverage Annual","WAL-MART SUPERCENTER #5417","175 OUTER LOOP ","175"," ","OUTER","LOOP","-85.780016655200001","38.128800629499999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2005-07-13 16:28:00","40214","13","","C2","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1200323","232640"
"373","14507","Alcoholic Beverage Annual","WAL-MART SUPERCENTER #5417","175 OUTER LOOP ","175"," ","OUTER","LOOP","-85.780016655200001","38.128800629499999","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2005-07-13 16:28:00","40214","13","","C2","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1200323","232640"
"374","17004","Alcoholic Beverage Annual","CIRCLE K #3303","5414 VALLEY STATION RD ","5414"," ","VALLEY STATION","RD","-85.864558493600001","38.106424920000002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2006-10-25 16:54:00","40272","25","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1175865","224908"
"375","17004","Alcoholic Beverage Annual","CIRCLE K #3303","5414 VALLEY STATION RD ","5414"," ","VALLEY STATION","RD","-85.864558493600001","38.106424920000002","2018-08-31 00:00:00","GRO","Grocery / Food Mart","2006-10-25 16:54:00","40272","25","","C1","MBP2","NQ Retail Malt Beverage Package (12 am till 2 am)","ACTIVE","","Codes and Regulations","1175865","224908"
"376","5356","Alcoholic Beverage Annual","SAPPORO JAPANESE GRILL & SUSHI","1706 BARDSTOWN RD ","1706"," ","BARDSTOWN","RD","-85.703401628899996","38.229797993799998","2019-01-31 00:00:00","RST","Restaurant / Cafe","2004-07-21 11:03:00","40205","08","DEER PARK","(C2)","RLD2","NQ2 Restaurant Liquor Drink (12 am till 2 am)","ACTIVE","","Codes and Regulations","1222939","269058"
"377","36441","Alcoholic Beverage Annual","ABYSSINIA ETHIOPIAN RESTAURANT","554 S 5TH ST ","554","S","5TH","ST","-85.759665083000002","38.249533585899997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-12-06 15:24:25","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","SD","Sunday Drink","ACTIVE","","Codes and Regulations","1206897","276504"
"378","6359","Alcoholic Beverage Annual","TK'S","5442 DEL MARIA WAY ","5442"," ","DEL MARIA","WAY","-85.608474910799998","38.169124181299999","2018-10-31 00:00:00","BAR","Bar","2004-09-30 11:00:00","40291","22","","C2","MBRD4","NQ4 Retail Malt Beverage Drink (12 am till 4 am)","ACTIVE","","Codes and Regulations","1249878","246549"
"379","33406","Alcoholic Beverage Annual","SIYA LIQUOR","5046 BILLTOWN RD ","5046"," ","BILLTOWN","RD","-85.573564002699996","38.171876326300001","2019-02-28 00:00:00","LIQ","Liquor Store","2011-09-30 12:44:00","40299","20","","C1","MBP","NQ Retail Malt Beverage Package","ACTIVE","","Codes and Regulations","1259928","247405"
"380","6362","Alcoholic Beverage Annual","ST THERESE CHURCH","1101 E KENTUCKY ST ","1101","E","KENTUCKY","ST","-85.732492589299994","38.236012533999997","2018-10-31 00:00:00","CHR","Church / School","2004-09-30 11:45:41","40204","04","GERMANTOWN","C1","MBRD","NQ4 Retail Malt Beverage Drink","ACTIVE","","Codes and Regulations","1214620","271454"
"381","36441","Alcoholic Beverage Annual","ABYSSINIA ETHIOPIAN RESTAURANT","554 S 5TH ST ","554","S","5TH","ST","-85.759665083000002","38.249533585899997","2018-11-30 00:00:00","RST","Restaurant / Cafe","2012-12-06 15:24:25","40202","04","CENTRAL BUSINESS DISTRICT","(C3)","LD","Quota Retail Drink","ACTIVE","","Codes and Regulations","1206897","276504"
